url,pageid,displayName
https://en.wikipedia.org/wiki/John_Brew,64127864,John Brew
https://en.wikipedia.org/wiki/Kaye_Basford,55873688,Kaye Basford
https://en.wikipedia.org/wiki/Marcello_Costa,56721077,Marcello Costa
https://en.wikipedia.org/wiki/Suzanne_Crowe,NA,Suzanne Crowe
https://en.wikipedia.org/wiki/Georgina_V._Long,NA,Georgina V. Long
https://en.wikipedia.org/wiki/Ranjeny_Thomas,NA,Ranjeny Thomas
https://en.wikipedia.org/wiki/Ingrid_Winship,NA,Ingrid Winship
https://en.wikipedia.org/wiki/Robert_C_Baxter,NA,Robert C Baxter
https://en.wikipedia.org/wiki/Sarah_E._Medland,NA,Sarah E. Medland
https://en.wikipedia.org/wiki/Kim_Oates,NA,Kim Oates
https://en.wikipedia.org/wiki/Katarzyna_Dziegielewska,NA,Katarzyna Dziegielewska
https://en.wikipedia.org/wiki/Jennifer_Martin,NA,Jennifer Martin
https://en.wikipedia.org/wiki/Jennifer_Martin,NA,Jennifer Martin
https://en.wikipedia.org/wiki/Sheena_Reilly,NA,Sheena Reilly
https://en.wikipedia.org/wiki/Paul_walker,32421283,Paul walker
https://en.wikipedia.org/wiki/Peter_Conrad,2352403,Peter Conrad
https://en.wikipedia.org/wiki/John_Vogels,22295425,John Vogels
https://en.wikipedia.org/wiki/Denis_Napthine,939759,Denis Napthine
https://en.wikipedia.org/wiki/Philip_Ruddock,30897527,Philip Ruddock
https://en.wikipedia.org/wiki/Alan_Ferguson,2148246,Alan Ferguson
https://en.wikipedia.org/wiki/Bronwyn_Bishop,559138,Bronwyn Bishop
https://en.wikipedia.org/wiki/Tony_Windsor,559483,Tony Windsor
https://en.wikipedia.org/wiki/Mike_Baird,10383399,Mike Baird
https://en.wikipedia.org/wiki/Paul_Zammit,10298305,Paul Zammit
https://en.wikipedia.org/wiki/Noel_Padgham-Purich,29417261,Noel Padgham-Purich
https://en.wikipedia.org/wiki/Susan_Neuhaus,51356685,Susan Neuhaus
https://en.wikipedia.org/wiki/Tony_Abbott,556739,Tony Abbott
https://en.wikipedia.org/wiki/Marcus_Westbury,5728367,Marcus Westbury
https://en.wikipedia.org/wiki/Yvonne_Audette,43227740,Yvonne Audette
https://en.wikipedia.org/wiki/Vincent_Namatjira,61675614,Vincent Namatjira
https://en.wikipedia.org/wiki/Tjunkaya_Tapaya,51342015,Tjunkaya Tapaya
https://en.wikipedia.org/wiki/Lyn_Breuer,3719136,Lyn Breuer
https://en.wikipedia.org/wiki/Belinda_Hutchinson,49821889,Belinda Hutchinson
https://en.wikipedia.org/wiki/Scott_Pape,18342857,Scott Pape
https://en.wikipedia.org/wiki/Diane_Grady,NA,Diane Grady
https://en.wikipedia.org/wiki/Christine_Christian,NA,Christine Christian
https://en.wikipedia.org/wiki/Herb_Wharton,5442365,Herb Wharton
https://en.wikipedia.org/wiki/Mark_Opitz,17827133,Mark Opitz
https://en.wikipedia.org/wiki/Denise_Goldsworthy,NA,Denise Goldsworthy
https://en.wikipedia.org/wiki/David_McKenzie,26270141,David McKenzie
https://en.wikipedia.org/wiki/Jaelea_Skehan,NA,Jaelea Skehan
https://en.wikipedia.org/wiki/William_Brown,1231805,William Brown
https://en.wikipedia.org/wiki/Marcia_Langton,4237328,Marcia Langton
https://en.wikipedia.org/wiki/Peter_Johnson,20915824,Peter Johnson
https://en.wikipedia.org/wiki/Peter_Johnson,20915824,Peter Johnson
https://en.wikipedia.org/wiki/Stefan_Ackerie,7898171,Stefan Ackerie
https://en.wikipedia.org/wiki/Perry_Crosswhite,38588604,Perry Crosswhite
https://en.wikipedia.org/wiki/Colin_Limpus,NA,Colin Limpus
https://en.wikipedia.org/wiki/Perry_Bartlett,64211477,Perry Bartlett
https://en.wikipedia.org/wiki/Julie_Fitzgerald,NA,Julie Fitzgerald
https://en.wikipedia.org/wiki/Glenn_Bourke,64349760,Glenn Bourke
https://en.wikipedia.org/wiki/Michael_Clarke,1272018,Michael Clarke
https://en.wikipedia.org/wiki/Cathy_Foley,44700406,Cathy Foley
https://en.wikipedia.org/wiki/Caroline_McMillen,59329224,Caroline McMillen
https://en.wikipedia.org/wiki/Tamara_Davis,5159782,Tamara Davis
https://en.wikipedia.org/wiki/Simon_Stuart,64243281,Simon Stuart
https://en.wikipedia.org/wiki/Jonathan_Mead,62483289,Jonathan Mead
https://en.wikipedia.org/wiki/Kate_Lamont,20720810,Kate Lamont
https://en.wikipedia.org/wiki/Rhondda_Jones,15796061,Rhondda Jones
https://en.wikipedia.org/wiki/Jeffrey_Lipman,NA,Jeffrey Lipman
https://en.wikipedia.org/wiki/William_Stewart_Logan,NA,William Stewart Logan
https://en.wikipedia.org/wiki/Simon_Gipson,3134390,Simon Gipson
https://en.wikipedia.org/wiki/Sue_Lopez_Atkinson,NA,Sue Lopez Atkinson
https://en.wikipedia.org/wiki/Aaron_Kearney,35535936,Aaron Kearney
https://en.wikipedia.org/wiki/Christine_Phillips,45613972,Christine Phillips
https://en.wikipedia.org/wiki/Christine_Phillips,45613972,Christine Phillips
https://en.wikipedia.org/wiki/Christine_Phillips,45613972,Christine Phillips
https://en.wikipedia.org/wiki/Jeanine_Young,NA,Jeanine Young
https://en.wikipedia.org/wiki/Susan_Kenny,34902875,Susan Kenny
https://en.wikipedia.org/wiki/Sean_Dorney,58217317,Sean Dorney
https://en.wikipedia.org/wiki/Jan_Sardi,26411307,Jan Sardi
https://en.wikipedia.org/wiki/Bruce_Chapman,1142132,Bruce Chapman
https://en.wikipedia.org/wiki/Liz_Constable,17872726,Liz Constable
https://en.wikipedia.org/wiki/Martin_Tenni,41253531,Martin Tenni
https://en.wikipedia.org/wiki/Alan_Eggleston,2148237,Alan Eggleston
https://en.wikipedia.org/wiki/Brigid_Jordan,NA,Brigid Jordan
https://en.wikipedia.org/wiki/Winita_Hardikar,NA,Winita Hardikar
https://en.wikipedia.org/wiki/Lynn_Gillam,NA,Lynn Gillam
https://en.wikipedia.org/wiki/Judyth_Watson,35961269,Judyth Watson
https://en.wikipedia.org/wiki/Brad_Norman,63606431,Brad Norman
https://en.wikipedia.org/wiki/Alison_Harcourt,58692342,Alison Harcourt
https://en.wikipedia.org/wiki/Shi_Xue_Dou,NA,Shi Xue Dou
https://en.wikipedia.org/wiki/Marita_Cheng,34490627,Marita Cheng
https://en.wikipedia.org/wiki/Maree_Smith,50822579,Maree Smith
https://en.wikipedia.org/wiki/Michelle_Simmons,37890988,Michelle Simmons
https://en.wikipedia.org/wiki/Frances_%C5%A0eparovi%C4%87,NA,Frances Šeparović
https://en.wikipedia.org/wiki/Linda_Richards,11666239,Linda Richards
https://en.wikipedia.org/wiki/Leo_Radom,3536249,Leo Radom
https://en.wikipedia.org/wiki/Neville_Exon,NA,Neville Exon
https://en.wikipedia.org/wiki/Hala_Zreiqat,NA,Hala Zreiqat
https://en.wikipedia.org/wiki/Peta_Ashworth,NA,Peta Ashworth
https://en.wikipedia.org/wiki/Luc_Longley,157453,Luc Longley
https://en.wikipedia.org/wiki/Kate_Palmer,7660538,Kate Palmer
https://en.wikipedia.org/wiki/Adrian_David_Cheok,63910206,Adrian David Cheok
https://en.wikipedia.org/wiki/Michael_Davis,915119,Michael Davis
https://en.wikipedia.org/wiki/Martin_Bowles,17157761,Martin Bowles
https://en.wikipedia.org/wiki/Derek_Byerlee,61040561,Derek Byerlee
https://en.wikipedia.org/wiki/Brenda_Wilson,43591693,Brenda Wilson
https://en.wikipedia.org/wiki/Lex_Doyle,61080151,Lex Doyle
https://en.wikipedia.org/wiki/Terence_Worthington,NA,Terence Worthington
https://en.wikipedia.org/wiki/Monika_Schmidt,55751306,Monika Schmidt
https://en.wikipedia.org/wiki/Annabelle_Bennett,34816044,Annabelle Bennett
https://en.wikipedia.org/wiki/Reginald_Ian_Barrett,63231059,Reginald Ian Barrett
https://en.wikipedia.org/wiki/Kerry_Heysen-Hicks,NA,Kerry Heysen-Hicks
https://en.wikipedia.org/wiki/Debra_Mullins,40734890,Debra Mullins
https://en.wikipedia.org/wiki/John_Finnis,2007218,John Finnis
https://en.wikipedia.org/wiki/Ruth_Bishop,15348350,Ruth Bishop
https://en.wikipedia.org/wiki/Geoffrey_Isbister,NA,Geoffrey Isbister
https://en.wikipedia.org/wiki/Andrew_Biankin,61023565,Andrew Biankin
https://en.wikipedia.org/wiki/Mark_von_Itzstein,NA,Mark von Itzstein
https://en.wikipedia.org/wiki/Alan_Frederick_Cowman,NA,Alan Frederick Cowman
https://en.wikipedia.org/wiki/David_A._Mackey,NA,David A. Mackey
https://en.wikipedia.org/wiki/Karim_M_Khan,NA,Karim M Khan
https://en.wikipedia.org/wiki/Fiona_Judd,NA,Fiona Judd
https://en.wikipedia.org/wiki/David_Burke,6174675,David Burke
https://en.wikipedia.org/wiki/Jayashri_Kulkarni,59953737,Jayashri Kulkarni
https://en.wikipedia.org/wiki/Jayashri_Kulkarni,59953737,Jayashri Kulkarni
https://en.wikipedia.org/wiki/Ruth_McNair,53417029,Ruth McNair
https://en.wikipedia.org/wiki/Christine_Kilpatrick,NA,Christine Kilpatrick
https://en.wikipedia.org/wiki/Rachael_Kohn,26889908,Rachael Kohn
https://en.wikipedia.org/wiki/Judy_Tierney,NA,Judy Tierney
https://en.wikipedia.org/wiki/Leigh_Sales,10234051,Leigh Sales
https://en.wikipedia.org/wiki/Mary_Anne_Kirkpatrick,NA,Mary Anne Kirkpatrick
https://en.wikipedia.org/wiki/Elizabeth_Mary_Chiarella,NA,Elizabeth Mary Chiarella
https://en.wikipedia.org/wiki/Megan-Jane_Johnstone,NA,Megan-Jane Johnstone
https://en.wikipedia.org/wiki/Debra_Jackson,61466739,Debra Jackson
https://en.wikipedia.org/wiki/Dave_Nilsson,2271683,Dave Nilsson
https://en.wikipedia.org/wiki/Frank_Sedgman,770311,Frank Sedgman
https://en.wikipedia.org/wiki/Jan_Cameron,29214154,Jan Cameron
https://en.wikipedia.org/wiki/Don_Tregonning,51027448,Don Tregonning
https://en.wikipedia.org/wiki/Elizabeth_Chong,26173081,Elizabeth Chong
https://en.wikipedia.org/wiki/Adrienne_Cahalan,3220864,Adrienne Cahalan
https://en.wikipedia.org/wiki/Dennis_Meredith,30425076,Dennis Meredith
https://en.wikipedia.org/wiki/Deborah_Lawrie,11658884,Deborah Lawrie
https://en.wikipedia.org/wiki/Kevin_Rudd,380965,Kevin Rudd
https://en.wikipedia.org/wiki/Susan_Kippax,NA,Susan Kippax
https://en.wikipedia.org/wiki/Michael_Robert_Kennedy,NA,Michael Robert Kennedy
https://en.wikipedia.org/wiki/Jake_Ellwood,62451416,Jake Ellwood
https://en.wikipedia.org/wiki/Sue_Murphy,29380606,Sue Murphy
https://en.wikipedia.org/wiki/Robert_Gillies,41300873,Robert Gillies
https://en.wikipedia.org/wiki/Frank_Fisher,56813857,Frank Fisher
https://en.wikipedia.org/wiki/Jessica_Smith,3248048,Jessica Smith
https://en.wikipedia.org/wiki/Eric_Bana,177032,Eric Bana
https://en.wikipedia.org/wiki/George_Mye,60333137,George Mye
https://en.wikipedia.org/wiki/Darren_Hayes,398837,Darren Hayes
https://en.wikipedia.org/wiki/Carrie_Bickmore,6093316,Carrie Bickmore
https://en.wikipedia.org/wiki/Guy_Sebastian,383626,Guy Sebastian
https://en.wikipedia.org/wiki/David_Campbell,1112255,David Campbell
https://en.wikipedia.org/wiki/Hugh_Jackman,302695,Hugh Jackman
https://en.wikipedia.org/wiki/Meryl_Tankard,10788984,Meryl Tankard
https://en.wikipedia.org/wiki/Li_Cunxin,2596561,Li Cunxin
https://en.wikipedia.org/wiki/Kay_Van_Norton_Poche,NA,Kay Van Norton Poche
https://en.wikipedia.org/wiki/Cassandra_Kelly,47243779,Cassandra Kelly
https://en.wikipedia.org/wiki/Carol_Schwartz,2631903,Carol Schwartz
https://en.wikipedia.org/wiki/Kathryn_Fagg,57413196,Kathryn Fagg
https://en.wikipedia.org/wiki/Nan_Bosler,61124932,Nan Bosler
https://en.wikipedia.org/wiki/Margaret_Jackson,561386,Margaret Jackson
https://en.wikipedia.org/wiki/Sarah-Jane_Clarke,60179128,Sarah-Jane Clarke
https://en.wikipedia.org/wiki/John_Tierney,440813,John Tierney
https://en.wikipedia.org/wiki/Natasha_Stott_Despoja,21876,Natasha Stott Despoja
https://en.wikipedia.org/wiki/John_Cornwall,21453798,John Cornwall
https://en.wikipedia.org/wiki/John_E._Scanlon,48106686,John E. Scanlon
https://en.wikipedia.org/wiki/Rosemary_Johnston,NA,Rosemary Johnston
https://en.wikipedia.org/wiki/J._Bruce_Jacobs,62441138,J. Bruce Jacobs
https://en.wikipedia.org/wiki/Josephine_Flood,43697005,Josephine Flood
https://en.wikipedia.org/wiki/Rae_Cooper,61041307,Rae Cooper
https://en.wikipedia.org/wiki/Yi_Min_Xie,NA,Yi Min Xie
https://en.wikipedia.org/wiki/Dharmendra_Sharma,NA,Dharmendra Sharma
https://en.wikipedia.org/wiki/Graeme_Turner,10416769,Graeme Turner
https://en.wikipedia.org/wiki/Helen_Patricia_Ramsay,NA,Helen Patricia Ramsay
https://en.wikipedia.org/wiki/Bev_Overton,NA,Bev Overton
https://en.wikipedia.org/wiki/Elizabeth_Martin,NA,Elizabeth Martin
https://en.wikipedia.org/wiki/Peter_Rathjen,13244813,Peter Rathjen
https://en.wikipedia.org/wiki/Katherine_Belov,48521889,Katherine Belov
https://en.wikipedia.org/wiki/Faith_Thomas,38296801,Faith Thomas
https://en.wikipedia.org/wiki/Ricky_Grace,3665514,Ricky Grace
https://en.wikipedia.org/wiki/Tilman_Ruff,47021466,Tilman Ruff
https://en.wikipedia.org/wiki/Elizabeth_North,35962064,Elizabeth North
https://en.wikipedia.org/wiki/Marie_Porter,57669978,Marie Porter
https://en.wikipedia.org/wiki/Virginia_Spate,57654104,Virginia Spate
https://en.wikipedia.org/wiki/John_William_Cotter,NA,John William Cotter
https://en.wikipedia.org/wiki/Tom_Gleisner,379756,Tom Gleisner
https://en.wikipedia.org/wiki/John_Goss,7518768,John Goss
https://en.wikipedia.org/wiki/John_Goss,7518768,John Goss
https://en.wikipedia.org/wiki/Joanne_Broadbent,24951500,Joanne Broadbent
https://en.wikipedia.org/wiki/Christobel_Saunders,47052971,Christobel Saunders
https://en.wikipedia.org/wiki/Rose_Amal,51002773,Rose Amal
https://en.wikipedia.org/wiki/Kate_Grenville,2312304,Kate Grenville
https://en.wikipedia.org/wiki/Robyn_H._Guymer,NA,Robyn H. Guymer
https://en.wikipedia.org/wiki/Jill_Bilcock,14687057,Jill Bilcock
https://en.wikipedia.org/wiki/Michael_Noonan,5064845,Michael Noonan
https://en.wikipedia.org/wiki/Paul_McLachlan,49834103,Paul McLachlan
https://en.wikipedia.org/wiki/Geoffrey_Arthur_Williams,NA,Geoffrey Arthur Williams
https://en.wikipedia.org/wiki/Goff_Letts,12571610,Goff Letts
https://en.wikipedia.org/wiki/Helen_Brownlee,60175531,Helen Brownlee
https://en.wikipedia.org/wiki/John_Cuneo,64178679,John Cuneo
https://en.wikipedia.org/wiki/Geoff_Harcourt,46217038,Geoff Harcourt
https://en.wikipedia.org/wiki/John_Kerin,2245109,John Kerin
https://en.wikipedia.org/wiki/Robert_Gottliebsen,28333631,Robert Gottliebsen
https://en.wikipedia.org/wiki/Philip_Brady,15086182,Philip Brady
https://en.wikipedia.org/wiki/Christian_Zahra,634209,Christian Zahra
https://en.wikipedia.org/wiki/Lee_Tarlamis,30064090,Lee Tarlamis
https://en.wikipedia.org/wiki/David_Walker,3524745,David Walker
https://en.wikipedia.org/wiki/John_William_Wilson,22769813,John William Wilson
https://en.wikipedia.org/wiki/Barbara_G._Briggs,4983304,Barbara G. Briggs
https://en.wikipedia.org/wiki/Linda_Jackson,4148036,Linda Jackson
https://en.wikipedia.org/wiki/Arman_Abrahimzadeh,56510178,Arman Abrahimzadeh
https://en.wikipedia.org/wiki/Robert_Murray_Smith,40366809,Robert Murray Smith
https://en.wikipedia.org/wiki/David_Smith,661739,David Smith
https://en.wikipedia.org/wiki/Ian_Smith,205137,Ian Smith
https://en.wikipedia.org/wiki/Deepak_Vinayak,53859896,Deepak Vinayak
https://en.wikipedia.org/wiki/Jennifer_Westacott,NA,Jennifer Westacott
https://en.wikipedia.org/wiki/Joseph_Assaf,31119431,Joseph Assaf
https://en.wikipedia.org/wiki/Dawn_Fraser,379878,Dawn Fraser
https://en.wikipedia.org/wiki/Dawn_Fraser_Baths,NA,Dawn Fraser Baths
https://en.wikipedia.org/wiki/Anne_Wills,36389606,Anne Wills
https://en.wikipedia.org/wiki/David_Cooper,1666828,David Cooper
https://en.wikipedia.org/wiki/Bruce_Fink,44559267,Bruce Fink
https://en.wikipedia.org/wiki/Kathryn_Harby-Williams,3634727,Kathryn Harby-Williams
https://en.wikipedia.org/wiki/John_Hatzistergos,7800409,John Hatzistergos
https://en.wikipedia.org/wiki/Phillip_Thompson,55798984,Phillip Thompson
https://en.wikipedia.org/wiki/Ronald_Eric_Johnstone,17542288,Ronald Eric Johnstone
https://en.wikipedia.org/wiki/Roberta_Barkworth_Shepherd,55506306,Roberta Barkworth Shepherd
https://en.wikipedia.org/wiki/Su_Baker,NA,Su Baker
https://en.wikipedia.org/wiki/Suzanne_K._Chambers,NA,Suzanne K. Chambers
https://en.wikipedia.org/wiki/Shurlee_Swain,57722736,Shurlee Swain
https://en.wikipedia.org/wiki/Catherine_Branson,13609174,Catherine Branson
https://en.wikipedia.org/wiki/Gillian_Aldridge,25044275,Gillian Aldridge
https://en.wikipedia.org/wiki/Andrew_Murray,981840,Andrew Murray
https://en.wikipedia.org/wiki/Alex_Byrne,55827615,Alex Byrne
https://en.wikipedia.org/wiki/John_Sharp,699345,John Sharp
https://en.wikipedia.org/wiki/Noel_Kelly,11281718,Noel Kelly
https://en.wikipedia.org/wiki/Peter_J._Smith,37019854,Peter J. Smith
https://en.wikipedia.org/wiki/Robin_Creyke,61739689,Robin Creyke
https://en.wikipedia.org/wiki/Geoffrey_Burnstock,13021390,Geoffrey Burnstock
https://en.wikipedia.org/wiki/Brian_Owler,44154854,Brian Owler
https://en.wikipedia.org/wiki/Sever_Sternhell,12257662,Sever Sternhell
https://en.wikipedia.org/wiki/Susan_Butler,60794307,Susan Butler
https://en.wikipedia.org/wiki/Terri_Cater,57664686,Terri Cater
https://en.wikipedia.org/wiki/Susan_Provan,57660730,Susan Provan
https://en.wikipedia.org/wiki/Erica_Smyth,43835860,Erica Smyth
https://en.wikipedia.org/wiki/San_Thang,57655202,San Thang
https://en.wikipedia.org/wiki/Jeremy_Fisher,1492321,Jeremy Fisher
https://en.wikipedia.org/wiki/Paul_Broughton,27909796,Paul Broughton
https://en.wikipedia.org/wiki/Keri_Craig-Lee,56925443,Keri Craig-Lee
https://en.wikipedia.org/wiki/Peter_Gavin_Hall,13137979,Peter Gavin Hall
https://en.wikipedia.org/wiki/Peter_Hall,12560189,Peter Hall
https://en.wikipedia.org/wiki/Peter_Hall,12560189,Peter Hall
https://en.wikipedia.org/wiki/Daryl_Melham,583502,Daryl Melham
https://en.wikipedia.org/wiki/Ann_McGrath,NA,Ann McGrath
https://en.wikipedia.org/wiki/John_Marshall,21825423,John Marshall
https://en.wikipedia.org/wiki/Ann_Carr-Boyd,30474385,Ann Carr-Boyd
https://en.wikipedia.org/wiki/John_B._Biggs,5324941,John B. Biggs
https://en.wikipedia.org/wiki/Richard_Francis-Bruce,3684813,Richard Francis-Bruce
https://en.wikipedia.org/wiki/Sydney_Fischer,NA,Sydney Fischer
https://en.wikipedia.org/wiki/Michael_Ebeid,33236108,Michael Ebeid
https://en.wikipedia.org/wiki/Peter_de_Waal,61355701,Peter de Waal
https://en.wikipedia.org/wiki/Anne_Warner,25421171,Anne Warner
https://en.wikipedia.org/wiki/Kathryn_Toohey,54209314,Kathryn Toohey
https://en.wikipedia.org/wiki/M._C._Ricklefs,11172111,M. C. Ricklefs
https://en.wikipedia.org/wiki/Judith_Ryan,NA,Judith Ryan
https://en.wikipedia.org/wiki/Ian_Robinson,17292688,Ian Robinson
https://en.wikipedia.org/wiki/John_McLaren,6582328,John McLaren
https://en.wikipedia.org/wiki/Hugh_R._Taylor,NA,Hugh R. Taylor
https://en.wikipedia.org/wiki/Hugh_Taylor,23214862,Hugh Taylor
https://en.wikipedia.org/wiki/John_Smith,20605753,John Smith
https://en.wikipedia.org/wiki/Joe_Tripodi,3326168,Joe Tripodi
https://en.wikipedia.org/wiki/Cate_Blanchett,160126,Cate Blanchett
https://en.wikipedia.org/wiki/Michael_Crouch,22987953,Michael Crouch
https://en.wikipedia.org/wiki/Ken_Freeman,31774005,Ken Freeman
https://en.wikipedia.org/wiki/Peter_Gago,4901174,Peter Gago
https://en.wikipedia.org/wiki/John_Gandel,11940289,John Gandel
https://en.wikipedia.org/wiki/Alan_Joyce,11435824,Alan Joyce
https://en.wikipedia.org/wiki/Peter_Klinken,52783681,Peter Klinken
https://en.wikipedia.org/wiki/Julian_McMahon,391323,Julian McMahon
https://en.wikipedia.org/wiki/Julian_McMahon,391323,Julian McMahon
https://en.wikipedia.org/wiki/Jacques_Nasser,2755700,Jacques Nasser
https://en.wikipedia.org/wiki/John_Shine,1520124,John Shine
https://en.wikipedia.org/wiki/Robert_Tickner,14933190,Robert Tickner
https://en.wikipedia.org/wiki/Katherine_Woodthorpe,NA,Katherine Woodthorpe
https://en.wikipedia.org/wiki/Alex_Zelinsky,35900874,Alex Zelinsky
https://en.wikipedia.org/wiki/Linda_Kristjanson,NA,Linda Kristjanson
https://en.wikipedia.org/wiki/Angel_Lopez,9471335,Angel Lopez
https://en.wikipedia.org/wiki/Geoff_Fincher,NA,Geoff Fincher
https://en.wikipedia.org/wiki/Andrew_Gleadow,NA,Andrew Gleadow
https://en.wikipedia.org/wiki/Kay_Goldsworthy,16976766,Kay Goldsworthy
https://en.wikipedia.org/wiki/Antony_Green,948343,Antony Green
