"","id","label","url","description","matchText","PossibleAlias","wikiDataMatch"
"3677","Q6205204","Joan Langdon","//www.wikidata.org/wiki/Q6205204","Canadian swimmer, Olympic athlete","Joan Langdon",NA,"Y"
"3678","Q2403699","Eric Donaldson","//www.wikidata.org/wiki/Q2403699","Jamaican reggae singer-songwriter","Eric Donaldson",NA,"Y"
"3679","Q25194434","Eric Donaldson","//www.wikidata.org/wiki/Q25194434","Wikimedia disambiguation page","Eric Donaldson",NA,"Y"
"3680","Q18389679","Eric Donaldson","//www.wikidata.org/wiki/Q18389679","Australian rules footballer","Eric Donaldson",NA,"Y"
"3681","Q22017865","Eric Donaldson","//www.wikidata.org/wiki/Q22017865","Australian rules footballer b1898","Eric Donaldson",NA,"Y"
"3682","Q90822619","Eric Donaldson","//www.wikidata.org/wiki/Q90822619","researcher (ORCID 0000-0001-6119-5014)","Eric Donaldson",NA,"Y"
"3683","Q5078909","Charles Henry Brown","//www.wikidata.org/wiki/Q5078909","New Zealand Army officer who served in World War I","Charles Henry Brown",NA,"Y"
"3684","Q5078910","Charles Henry Brown","//www.wikidata.org/wiki/Q5078910","American politician","Charles Henry Brown",NA,"Y"
"3685","Q6414695","Kippy Brown","//www.wikidata.org/wiki/Q6414695","American football player and coach","Charles Henry Brown","Charles Henry Brown","Y"
"3686","Q5078912","Charles Henry Brownlow","//www.wikidata.org/wiki/Q5078912","British Indian Army general","Charles Henry Brownlow",NA,"Y"
"3687","Q75866051","Charles Henry Browne","//www.wikidata.org/wiki/Q75866051","(1836-1889)","Charles Henry Browne",NA,"Y"
"3688","Q2667644","Bill Brown","//www.wikidata.org/wiki/Q2667644","Australian cricketer","William Alfred Brown","William Alfred Brown","Y"
"3689","Q16198435","William Alfred Browne","//www.wikidata.org/wiki/Q16198435","British civil servant","William Alfred Browne",NA,"Y"
"3690","Q75460945","Paul Morris Finch","//www.wikidata.org/wiki/Q75460945","Peerage person ID=156354","Paul Morris Finch",NA,"Y"
"3691","Q786474","Stanley Jackson","//www.wikidata.org/wiki/Q786474","English cricketer","Stanley Jackson",NA,"Y"
"3692","Q1448687","Stanley Jackson","//www.wikidata.org/wiki/Q1448687","American basketball player","Stanley Jackson",NA,"Y"
"3693","Q3496835","Stanley Jackson","//www.wikidata.org/wiki/Q3496835","Canadian filmmaker and film narrator","Stanley Jackson",NA,"Y"
"3694","Q7599700","Stanley Jackson","//www.wikidata.org/wiki/Q7599700","American football player","Stanley Jackson",NA,"Y"
"3695","Q3496833","Stanley Jackson","//www.wikidata.org/wiki/Q3496833","Wikimedia disambiguation page","Stanley Jackson",NA,"Y"
"3696","Q21457690","Stanley Jackson","//www.wikidata.org/wiki/Q21457690","British painter (1917–)","Stanley Jackson",NA,"Y"
"3697","Q21547642","Stanley Jackson","//www.wikidata.org/wiki/Q21547642",NA,"Stanley Jackson",NA,"Y"
"3698","Q75690096","Joan Johnston","//www.wikidata.org/wiki/Q75690096","Peerage person ID=289689","Joan Johnston",NA,"Y"
"3699","Q76254623","Joan Johnston","//www.wikidata.org/wiki/Q76254623","Peerage person ID=640103","Joan Johnston",NA,"Y"
"3700","Q6205172","Joan Johnston","//www.wikidata.org/wiki/Q6205172","American writer","Joan Johnston",NA,"Y"
"3701","Q94654825","Joan Johnston","//www.wikidata.org/wiki/Q94654825",NA,"Joan Johnston",NA,"Y"
"3702","Q56885725","Barrington King","//www.wikidata.org/wiki/Q56885725","first United States Ambassador to Brunei","Barrington King",NA,"Y"
"3703","Q64013320","Barrington King","//www.wikidata.org/wiki/Q64013320",NA,"Barrington King",NA,"Y"
"3704","Q87416643","Dorothy Hilda Henderson","//www.wikidata.org/wiki/Q87416643","Australian community worker","Dorothy Hilda Henderson",NA,"Y"
"3705","Q8023","Nelson Mandela","//www.wikidata.org/wiki/Q8023","1st President of South Africa, anti-apartheid activist","Nelson Mandela",NA,"Y"
"3706","Q1453403","Free Nelson Mandela","//www.wikidata.org/wiki/Q1453403","song written by Jerry Dammers","Nelson Mandela","Nelson Mandela","Y"
"3707","Q16677910","Statue of Nelson Mandela","//www.wikidata.org/wiki/Q16677910","statue in Johannesburg, South Africa","Nelson Mandela","Nelson Mandela","Y"
"3708","Q55619041","Nelson Mandela","//www.wikidata.org/wiki/Q55619041","statue in Cape Town, South Africa","Nelson Mandela",NA,"Y"
"3709","Q52832400","Nelson Mandela","//www.wikidata.org/wiki/Q52832400","school in Roma in the province of Roma (Italy) [school id: RMIC8FW00E]","Nelson Mandela",NA,"Y"
"3710","Q52850470","Nelson Mandela","//www.wikidata.org/wiki/Q52850470","high school in Castelnovo Ne' Monti in the province of Reggio Emilia (Italy) [school id: REIS014004]","Nelson Mandela",NA,"Y"
"3711","Q18128637","Nelson Mandela","//www.wikidata.org/wiki/Q18128637","EP by Zahara","Nelson Mandela",NA,"Y"
"3712","Q10797487","Nelson Mandela","//www.wikidata.org/wiki/Q10797487","Wikimedia disambiguation page","Nelson Mandela",NA,"Y"
"3713","Q95876401","Statue of Nelson Mandela","//www.wikidata.org/wiki/Q95876401","statue in The Hague","Nelson Mandela","Nelson Mandela","Y"
"3714","Q21160089","Nelson Mandela","//www.wikidata.org/wiki/Q21160089","Statue of Nelson Mandela in Washington","Nelson Mandela",NA,"Y"
"3715","Q75481503","James Waters","//www.wikidata.org/wiki/Q75481503","Peerage person ID=168382","James Waters",NA,"Y"
"3716","Q94661527","James Waters","//www.wikidata.org/wiki/Q94661527",NA,"James Waters",NA,"Y"
"3717","Q1659349","James Waterston","//www.wikidata.org/wiki/Q1659349","American actor","James Waterston",NA,"Y"
"3718","Q22112397","James Waterston","//www.wikidata.org/wiki/Q22112397","British entomologist","James Waterston",NA,"Y"
"3719","Q56179043","James Waters & Co.","//www.wikidata.org/wiki/Q56179043",NA,"James Waters & Co.",NA,"Y"
"3720","Q28976501","James Waterson","//www.wikidata.org/wiki/Q28976501","Scottish footballer","James Waterson",NA,"Y"
"3721","Q94648597","James Waters Monteith","//www.wikidata.org/wiki/Q94648597",NA,"James Waters Monteith",NA,"Y"
"3722","Q75028998","James Waterson","//www.wikidata.org/wiki/Q75028998",NA,"James Waterson",NA,"Y"
"3723","Q116064","Rolf M. Zinkernagel","//www.wikidata.org/wiki/Q116064","Swiss immunologist","Rolf M. Zinkernagel",NA,"Y"
"3724","Q48383968","Rolf M. Zinkernagel--Felix Hoppe-Seyler Lecturer 1997.","//www.wikidata.org/wiki/Q48383968","scientific article published in August 1997","Rolf M. Zinkernagel--Felix Hoppe-Seyler Lecturer 1997.",NA,"Y"
"3725","Q981547","Frans Seda","//www.wikidata.org/wiki/Q981547","Indonesian politician","Frans Seda",NA,"Y"
"3726","Q1920426","Frans Seda Airport","//www.wikidata.org/wiki/Q1920426","airport in Maumere, Indonesia","Frans Seda Airport",NA,"Y"
"3727","Q6264621","John Winneke","//www.wikidata.org/wiki/Q6264621","Australian judge","John Spence Winneke","John Spence Winneke","Y"
"3728","Q2578355","William Cox","//www.wikidata.org/wiki/Q2578355","Australian judge","William John Ellis Cox","William John Ellis Cox","Y"
"3729","Q6757130","Marcia Neave","//www.wikidata.org/wiki/Q6757130","Australian legal academic and judge","Marcia Ann Neave","Marcia Ann Neave","Y"
"3730","Q1070533","Cheryl Praeger","//www.wikidata.org/wiki/Q1070533","Australian mathematician","Cheryl Elisabeth Praeger","Cheryl Elisabeth Praeger","Y"
"3731","Q1361093","Peter Platt","//www.wikidata.org/wiki/Q1361093","Austrian composer","Peter Platt",NA,"Y"
"3732","Q7176409","Peter Platt","//www.wikidata.org/wiki/Q7176409","English footballer","Peter Platt",NA,"Y"
"3733","Q98229863","Peter Platteau","//www.wikidata.org/wiki/Q98229863",NA,"Peter Platteau",NA,"Y"
"3734","Q2077569","Peter Platte","//www.wikidata.org/wiki/Q2077569","German diplomat","Peter Platte",NA,"Y"
"3735","Q17319645","George Russell","//www.wikidata.org/wiki/Q17319645","British racing driver","George Russell",NA,"Y"
"3736","Q535308","George Russell","//www.wikidata.org/wiki/Q535308","American pianist and composer","George Russell",NA,"Y"
"3737","Q418610","George Russell","//www.wikidata.org/wiki/Q418610","Wikimedia disambiguation page","George Russell",NA,"Y"
"3738","Q3101884","Sir George Russell, 4th Baronet","//www.wikidata.org/wiki/Q3101884","British politician","George Russell","George Russell","Y"
"3739","Q75281319","George Russell","//www.wikidata.org/wiki/Q75281319","(1830-1911)","George Russell",NA,"Y"
"3740","Q12789753","George Neville Russell","//www.wikidata.org/wiki/Q12789753","British general and director of nationalized road transport","George Russell","George Russell","Y"
"3741","Q76352695","George Russell","//www.wikidata.org/wiki/Q76352695","(1728-1767)","George Russell",NA,"Y"
"3742","Q76372929","George Russell","//www.wikidata.org/wiki/Q76372929","Peerage person ID=719140","George Russell",NA,"Y"
"3743","Q75266098","George Russell","//www.wikidata.org/wiki/Q75266098","born 1982","George Russell",NA,"Y"
"3744","Q75404880","George Russell","//www.wikidata.org/wiki/Q75404880","Peerage person ID=121153","George Russell",NA,"Y"
"3745","Q75976786","Garry John Browning","//www.wikidata.org/wiki/Q75976786","born 1957","Garry John Browning",NA,"Y"
"3746","Q5543154","George Paciullo","//www.wikidata.org/wiki/Q5543154","Australian politician","George Paciullo",NA,"Y"
"3747","Q6397130","Kevin O'Connor","//www.wikidata.org/wiki/Q6397130","Irish footballer","Kevin Patrick O'Connor","Kevin Patrick O'Connor","Y"
"3748","Q43380353","Kevin O'Connor","//www.wikidata.org/wiki/Q43380353","Irish association football player","Kevin Patrick O'Connor","Kevin Patrick O'Connor","Y"
"3749","Q178654","Patricia Hayes","//www.wikidata.org/wiki/Q178654","British actress","Patricia Hayes",NA,"Y"
"3750","Q17349726","Patricia Hayes","//www.wikidata.org/wiki/Q17349726","Wikimedia disambiguation page","Patricia Hayes",NA,"Y"
"3751","Q17082364","Patricia Hayes","//www.wikidata.org/wiki/Q17082364","historian","Patricia Hayes",NA,"Y"
"3752","Q5415311","Evan Adermann","//www.wikidata.org/wiki/Q5415311","Australian politician","Albert Evan Adermann","Albert Evan Adermann","Y"
"3753","Q6828506","Michael Baume","//www.wikidata.org/wiki/Q6828506","Australian politician","Michael Ehrenfried Baume","Michael Ehrenfried Baume","Y"
"3754","Q5982611","Ian Porter","//www.wikidata.org/wiki/Q5982611","Australian politician","Ian Slade Porter OAM","Ian Slade Porter OAM","Y"
"3755","Q76041142","Thomas Patrick Fitzgerald","//www.wikidata.org/wiki/Q76041142","Peerage person ID=488338","Thomas Patrick Fitzgerald",NA,"Y"
"3756","Q68177267","Anthony George Klein","//www.wikidata.org/wiki/Q68177267",NA,"Anthony George Klein",NA,"Y"
"3757","Q73094061","JOHN WILLIAM WALKER","//www.wikidata.org/wiki/Q73094061","scientific article published on 01 March 1953","JOHN WILLIAM WALKER",NA,"Y"
"3758","Q91353179","John William Walker","//www.wikidata.org/wiki/Q91353179","archaeologist","John William Walker",NA,"Y"
"3759","Q5534160","Geoff Henke","//www.wikidata.org/wiki/Q5534160","Australian sports official","Geoffrey John Henke","Geoffrey John Henke","Y"
"3760","Q11638930","Sadao Kondō","//www.wikidata.org/wiki/Q11638930","Japanese baseball player","Sadao Kondō",NA,"Y"
"3761","Q11638783","Sadao Kondō","//www.wikidata.org/wiki/Q11638783",NA,"Sadao Kondō",NA,"Y"
"3762","Q75890195","Robert Stephen Laurie","//www.wikidata.org/wiki/Q75890195","Peerage person ID=383770","Robert Stephen Laurie",NA,"Y"
"3763","Q6395132","Maggie Barry","//www.wikidata.org/wiki/Q6395132","New Zealand broadcaster and politician","Margaret Mary Barry","Margaret Mary Barry","Y"
"3764","Q76273432","Patricia Mary Browne","//www.wikidata.org/wiki/Q76273432","Peerage person ID=654420","Patricia Mary Browne",NA,"Y"
"3765","Q59588770","Bernard Ross","//www.wikidata.org/wiki/Q59588770",NA,"Bernard Ross",NA,"Y"
"3766","Q60825401","Bernard Rosset-Boulon","//www.wikidata.org/wiki/Q60825401","French politician","Bernard Rosset-Boulon",NA,"Y"
"3767","Q26203824","Bernard Rossignol","//www.wikidata.org/wiki/Q26203824","Belgian athlete","Bernard Rossignol",NA,"Y"
"3768","Q33294557","Bernard Rossmann","//www.wikidata.org/wiki/Q33294557",NA,"Bernard Rossmann",NA,"Y"
"3769","Q62560381","Bernard Rossier","//www.wikidata.org/wiki/Q62560381",NA,"Bernard Rossier",NA,"Y"
"3770","Q65126553","Bernard Rosselli","//www.wikidata.org/wiki/Q65126553",NA,"Bernard Rosselli",NA,"Y"
"3771","Q65601035","Bernard Rossier","//www.wikidata.org/wiki/Q65601035",NA,"Bernard Rossier",NA,"Y"
"3772","Q16011973","Marie-Thérèse Rossel","//www.wikidata.org/wiki/Q16011973","businesswoman, editor","Marie-Thérèse Rossel",NA,"Y"
"3773","Q6763007","Marie Rossi","//www.wikidata.org/wiki/Q6763007","American military pilot","Marie Therese Rossi-Cayton","Marie Therese Rossi-Cayton","Y"
"3774","Q18530069","Joan Bull","//www.wikidata.org/wiki/Q18530069","Bull, Joan (supp. fl. 1928–1946), fictitious epitomist of enfranchised women","Joan Bull",NA,"Y"
"3775","Q6205085","Joan Hall","//www.wikidata.org/wiki/Q6205085","Australian politician","Joan Bullock","Joan Bullock","Y"
"3776","Q76252944","Joan Bullock-Marsham","//www.wikidata.org/wiki/Q76252944","1911-1962","Joan Bullock-Marsham",NA,"Y"
"3777","Q75918971","Joan Bullworthy","//www.wikidata.org/wiki/Q75918971","Peerage person ID=403338","Joan Bullworthy",NA,"Y"
"3778","Q66603488","Joan Bulló i Roca","//www.wikidata.org/wiki/Q66603488",NA,"Joan Bulló i Roca",NA,"Y"
"3779","Q927439","David Miller","//www.wikidata.org/wiki/Q927439","film director","David Miller",NA,"Y"
"3780","Q3018511","David Miller","//www.wikidata.org/wiki/Q3018511","singer","David Miller",NA,"Y"
"3781","Q405879","David Miller","//www.wikidata.org/wiki/Q405879","Wikimedia disambiguation page","David Miller",NA,"Y"
"3782","Q1175688","David Miller","//www.wikidata.org/wiki/Q1175688","politician, 63rd Mayor of Toronto","David Miller",NA,"Y"
"3783","Q6828449","David Miller","//www.wikidata.org/wiki/Q6828449","South African cricketer","David Miller",NA,"Y"
"3784","Q404779","David Miller","//www.wikidata.org/wiki/Q404779","philosopher","David Miller",NA,"Y"
"3785","Q92986","David S. Miller","//www.wikidata.org/wiki/Q92986","American software programmer","David Miller","David Miller","Y"
"3786","Q404333","David Miller","//www.wikidata.org/wiki/Q404333","political theorist","David Miller",NA,"Y"
"3787","Q1175683","David Miller","//www.wikidata.org/wiki/Q1175683","ice hockey player, 1952 Winter Olympian","David Miller",NA,"Y"
"3788","Q1175679","David Miller","//www.wikidata.org/wiki/Q1175679","musician, one of the earliest country music recording artists","David Miller",NA,"Y"
"3789","Q18346486","James Semple Kerr","//www.wikidata.org/wiki/Q18346486","Australian architectural historian","James Semple Kerr",NA,"Y"
"3790","Q2086893","James Harrison","//www.wikidata.org/wiki/Q2086893","Australian blood donor","James Christopher Harrison","James Christopher Harrison","Y"
"3791","Q76362897","Robert George Young","//www.wikidata.org/wiki/Q76362897","(1834-1912)","Robert George Young",NA,"Y"
"3792","Q75914811","Robert George Young","//www.wikidata.org/wiki/Q75914811","Peerage person ID=400605","Robert George Young",NA,"Y"
"3793","Q516390","Robert Young","//www.wikidata.org/wiki/Q516390","American actor","Robert George Young","Robert George Young","Y"
"3794","Q2074575","Peter Doyle","//www.wikidata.org/wiki/Q2074575","Irish cyclist","Peter Doyle",NA,"Y"
"3795","Q7173727","Peter Doyle","//www.wikidata.org/wiki/Q7173727","Wikimedia disambiguation page","Peter Doyle",NA,"Y"
"3796","Q7173734","Peter Doyle","//www.wikidata.org/wiki/Q7173734","Australian writer","Peter Doyle",NA,"Y"
"3797","Q67634518","Peter Doyle","//www.wikidata.org/wiki/Q67634518","geologist","Peter Doyle",NA,"Y"
"3798","Q76046701","Peter Doyle","//www.wikidata.org/wiki/Q76046701","died 2015","Peter Doyle",NA,"Y"
"3799","Q7173725","Peter Doyle","//www.wikidata.org/wiki/Q7173725","American actor","Peter Doyle",NA,"Y"
"3800","Q7173729","Peter Doyle","//www.wikidata.org/wiki/Q7173729","Australian singer","Peter Doyle",NA,"Y"
"3801","Q29642589","Peter Doyle","//www.wikidata.org/wiki/Q29642589","industrial pharmaceutical chemist","Peter Doyle",NA,"Y"
"3802","Q7173730","Peter Doyle","//www.wikidata.org/wiki/Q7173730","Politician; Secretary of State of Wisconsin","Peter Doyle",NA,"Y"
"3803","Q11815851","Peter Doyle","//www.wikidata.org/wiki/Q11815851","economist","Peter Doyle",NA,"Y"
"3804","Q5591492","Gracia Baylor","//www.wikidata.org/wiki/Q5591492","Australian politician","Hilda Gracia Baylor","Hilda Gracia Baylor","Y"
"3805","Q75505764","Malcolm David Broun","//www.wikidata.org/wiki/Q75505764","(1935-2014)","Malcolm David Broun",NA,"Y"
"3806","Q75711411","Elizabeth Appleby","//www.wikidata.org/wiki/Q75711411","Peerage person ID=297892","Elizabeth Appleby",NA,"Y"
"3807","Q75472211","Helen Christian","//www.wikidata.org/wiki/Q75472211","Peerage person ID=163174","Helen Christian",NA,"Y"
"3808","Q75502930","Helen Christian Burnett","//www.wikidata.org/wiki/Q75502930","died 1901","Helen Christian Burnett",NA,"Y"
"3809","Q75513633","Helen Christian Archer","//www.wikidata.org/wiki/Q75513633","born 1935","Helen Christian Archer",NA,"Y"
"3810","Q18528189","Helen Sutherland","//www.wikidata.org/wiki/Q18528189","English collector and patron of the arts","Helen Christian Sutherland","Helen Christian Sutherland","Y"
"3811","Q75851744","Helen Christian Sutherland","//www.wikidata.org/wiki/Q75851744","Peerage person ID=355584","Helen Christian Sutherland",NA,"Y"
"3812","Q76036575","Helen Christian Innes","//www.wikidata.org/wiki/Q76036575","1895-1982","Helen Christian Innes",NA,"Y"
"3813","Q94627866","Helen Christiansen Wilkey","//www.wikidata.org/wiki/Q94627866",NA,"Helen Christiansen Wilkey",NA,"Y"
"3814","Q478765","Shōichirō Toyoda","//www.wikidata.org/wiki/Q478765","Japanese businessman","Shōichirō Toyoda",NA,"Y"
"3815","Q5485813","Frank Chouteau Brown","//www.wikidata.org/wiki/Q5485813","American architect","Frank Chouteau Brown",NA,"Y"
"3816","Q5622665","Guy Warren","//www.wikidata.org/wiki/Q5622665","Australian artist","Guy Wilkie Warren","Guy Wilkie Warren","Y"
"3817","Q734495","Bud Tingwell","//www.wikidata.org/wiki/Q734495","Australian actor (1923-2009)","Charles Tingwell","Charles Tingwell","Y"
"3818","Q18635469","Michael Fitzgerald Page","//www.wikidata.org/wiki/Q18635469","British Australian writer, editor and mariner","Michael Fitzgerald Page",NA,"Y"
"3819","Q1174223","David Dicks","//www.wikidata.org/wiki/Q1174223","sailor","David Griffiths Dicks","David Griffiths Dicks","Y"
"3820","Q443491","Marlene Mathews","//www.wikidata.org/wiki/Q443491","Australian sprinter","Marlene Judith Mathews-Willard","Marlene Judith Mathews-Willard","Y"
"3821","Q6984227","Neale Lavis","//www.wikidata.org/wiki/Q6984227","Australian equestrian","Neale John Lavis","Neale John Lavis","Y"
"3822","Q94540657","James Edward Thompson","//www.wikidata.org/wiki/Q94540657",NA,"James Edward Thompson",NA,"Y"
"3823","Q28967889","James E. Thompson Jr.","//www.wikidata.org/wiki/Q28967889","American Army general","James Edward Thompson, Jr.","James Edward Thompson, Jr.","Y"
"3824","Q27589879","Dickie Thompson","//www.wikidata.org/wiki/Q27589879",NA,"James Edward Thompson","James Edward Thompson","Y"
"3825","Q4772827","Anthony James Barr","//www.wikidata.org/wiki/Q4772827","Programming Language Designer, Software Engineer, Inventor","Jim Barr","Jim Barr","Y"
"3826","Q6193558","Jim Barr","//www.wikidata.org/wiki/Q6193558","American baseball player","Jim Barr",NA,"Y"
"3827","Q369922","Jim Barrett, Sr.","//www.wikidata.org/wiki/Q369922","English footballer","Jim Barrett, Sr.",NA,"Y"
"3828","Q326127","Jim Barrows","//www.wikidata.org/wiki/Q326127","Olympic alpine skier","Jim Barrows",NA,"Y"
"3829","Q6193560","Jim Barron","//www.wikidata.org/wiki/Q6193560","Professional footballer","Jim Barron",NA,"Y"
"3830","Q3806579","Jim Barrett, Jr.","//www.wikidata.org/wiki/Q3806579","English footballer","Jim Barrett, Jr.",NA,"Y"
"3831","Q6193563","Jim Barrett","//www.wikidata.org/wiki/Q6193563","American winery owner","Jim Barrett",NA,"Y"
"3832","Q56872961","Jim Barraza","//www.wikidata.org/wiki/Q56872961","Played guitar in Cirith Ungol from mid 1989-late 1991 and since 2015.","Jim Barraza",NA,"Y"
"3833","Q50414087","Jim Barrier","//www.wikidata.org/wiki/Q50414087","American skier","Jim Barrier",NA,"Y"
"3834","Q22926950","Jim Barry","//www.wikidata.org/wiki/Q22926950","actor","Jim Barry",NA,"Y"
"3835","Q569106","Lionel Cox","//www.wikidata.org/wiki/Q569106","Australian racing cyclist","Lionel Malvyne Cox","Lionel Malvyne Cox","Y"
"3836","Q7364767","Ronald Crawford","//www.wikidata.org/wiki/Q7364767","Australian racewalker (1936-2018)","Ronald John Crawford","Ronald John Crawford","Y"
"3837","Q48039311","John Michael Bourke AM: 1932-2015.","//www.wikidata.org/wiki/Q48039311","scientific article published in May 2015","John Michael Bourke AM: 1932-2015.",NA,"Y"
"3838","Q2579269","William H. Webb","//www.wikidata.org/wiki/Q2579269","American shipbuilder","William Webb","William Webb","Y"
"3839","Q21289989","William Webb","//www.wikidata.org/wiki/Q21289989","British painter","William Webb",NA,"Y"
"3840","Q578672","William Webb","//www.wikidata.org/wiki/Q578672","British boxer","William Webb",NA,"Y"
"3841","Q398708","William Webb","//www.wikidata.org/wiki/Q398708","Wikimedia disambiguation page","William Webb",NA,"Y"
"3842","Q435025","Leneen Forde","//www.wikidata.org/wiki/Q435025","Governor of Queensland, Australia","William Webb","William Webb","Y"
"3843","Q59452533","William Webb","//www.wikidata.org/wiki/Q59452533","television director, directed NCIS episodes","William Webb",NA,"Y"
"3844","Q21466686","William Webb","//www.wikidata.org/wiki/Q21466686","painter (1780-1846)","William Webb",NA,"Y"
"3845","Q76306637","William Webb","//www.wikidata.org/wiki/Q76306637","1911-1991","William Webb",NA,"Y"
"3846","Q8005415","William Benning Webb","//www.wikidata.org/wiki/Q8005415","American politician","William Webb","William Webb","Y"
"3847","Q16863841","William Webb","//www.wikidata.org/wiki/Q16863841","English composer","William Webb",NA,"Y"
"3848","Q261681","Lorraine Crapp","//www.wikidata.org/wiki/Q261681","Australian swimmer, Olympic gold medallist, former world record-holder","Lorraine Joyce Crapp","Lorraine Joyce Crapp","Y"
"3849","Q13582563","Joseph Prueher","//www.wikidata.org/wiki/Q13582563","American politician","Joseph Wilson Prueher","Joseph Wilson Prueher","Y"
"3850","Q4867198","Basil Jones","//www.wikidata.org/wiki/Q4867198","British bishop","Basil Jones",NA,"Y"
"3851","Q52892161","Basil Jones","//www.wikidata.org/wiki/Q52892161",NA,"Basil Jones",NA,"Y"
"3852","Q5386622","Eric Gross","//www.wikidata.org/wiki/Q5386622","Australian musician","Eric Gross",NA,"Y"
"3853","Q71155766","Éric Gross","//www.wikidata.org/wiki/Q71155766",NA,"Éric Gross",NA,"Y"
"3854","Q83171689","Eric Grossi Morato","//www.wikidata.org/wiki/Q83171689","researcher","Eric Grossi Morato",NA,"Y"
"3855","Q58067128","Eric Grossman","//www.wikidata.org/wiki/Q58067128","researcher, ORCID id # 0000-0003-0269-6307","Eric Grossman",NA,"Y"
"3856","Q5386623","Eric Grossman","//www.wikidata.org/wiki/Q5386623","American musician","Eric Grossman",NA,"Y"
"3857","Q79793655","Eric Grosse","//www.wikidata.org/wiki/Q79793655","computer scientist","Eric Grosse",NA,"Y"
"3858","Q43304233","Jade Hurley","//www.wikidata.org/wiki/Q43304233",NA,"Jade Hurley",NA,"Y"
"3859","Q2402250","Joseph Saragossi","//www.wikidata.org/wiki/Q2402250","rabbi","Joseph Saragossi",NA,"Y"
"3860","Q34797535","John Francis Ryan","//www.wikidata.org/wiki/Q34797535","Emeritus Professor of Physics at the University of Oxford","John Francis Ryan",NA,"Y"
"3861","Q6256074","John Ryan","//www.wikidata.org/wiki/Q6256074","Australian politician, born 1956","John Francis Ryan","John Francis Ryan","Y"
"3862","Q66697851","John Francis Ryan","//www.wikidata.org/wiki/Q66697851","scientific article published on 01 February 1978","John Francis Ryan",NA,"Y"
"3863","Q6114971","Jack Ryan","//www.wikidata.org/wiki/Q6114971","American baseball outfielder","John Francis Ryan","John Francis Ryan","Y"
"3864","Q89447495","Judy Isabel Henderson","//www.wikidata.org/wiki/Q89447495","Environmentalist, Natural resource manager and Paediatrician","Judy Isabel Henderson",NA,"Y"
"3865","Q7324779","Richard Cleaver","//www.wikidata.org/wiki/Q7324779","Australian politician","Richard Cleaver",NA,"Y"
"3866","Q21553882","Richard Cleaver","//www.wikidata.org/wiki/Q21553882",NA,"Richard Cleaver",NA,"Y"
"3867","Q20858014","Renée Georgette Lalique","//www.wikidata.org/wiki/Q20858014",NA,"Renée Georgette Lalique",NA,"Y"
"3868","Q65767799","Renée-Georges","//www.wikidata.org/wiki/Q65767799","given name","Renée-Georges",NA,"Y"
"3869","Q8022671","Wilma Oram","//www.wikidata.org/wiki/Q8022671","Australian nurse","Wilma Elizabeth Forster Young","Wilma Elizabeth Forster Young","Y"
"3870","Q6221731","John Bertram","//www.wikidata.org/wiki/Q6221731","Canadian politician","John Bertram",NA,"Y"
"3871","Q75526323","John Bertram","//www.wikidata.org/wiki/Q75526323","Peerage person ID=194844","John Bertram",NA,"Y"
"3872","Q6221734","John Bertram","//www.wikidata.org/wiki/Q6221734","American architect","John Bertram",NA,"Y"
"3873","Q6221736","John Bertram","//www.wikidata.org/wiki/Q6221736","Wikimedia disambiguation page","John Bertram",NA,"Y"
"3874","Q48976649","John Bertram","//www.wikidata.org/wiki/Q48976649","American sea captain, businessman and philanthropist","John Bertram",NA,"Y"
"3875","Q52083557","John Bertram","//www.wikidata.org/wiki/Q52083557","(d.1450) of Bothal, Northumb","John Bertram",NA,"Y"
"3876","Q667841","John Adams","//www.wikidata.org/wiki/Q667841","physicist","John Bertram Adams","John Bertram Adams","Y"
"3877","Q6221741","John Bertram Peterson","//www.wikidata.org/wiki/Q6221741","Catholic bishop","John Bertram Peterson",NA,"Y"
"3878","Q76211731","John Bertram Marsden-Smedley","//www.wikidata.org/wiki/Q76211731","died 1959","John Bertram Marsden-Smedley",NA,"Y"
"3879","Q76080228","John Bertram Watson","//www.wikidata.org/wiki/Q76080228","died 2003","John Bertram Watson",NA,"Y"
"3880","Q76288585","John William Sunners","//www.wikidata.org/wiki/Q76288585","Peerage person ID=664934","John William Sunners",NA,"Y"
"3881","Q585953","Jon Hall","//www.wikidata.org/wiki/Q585953","American actor (1915-1979)","John Hall","John Hall","Y"
"3882","Q340962","John Hall","//www.wikidata.org/wiki/Q340962","Wikimedia disambiguation page","John Hall",NA,"Y"
"3883","Q363671","John Hall","//www.wikidata.org/wiki/Q363671","New Zealand politician","John Hall",NA,"Y"
"3884","Q1406115","John Hall","//www.wikidata.org/wiki/Q1406115","American politician","John Hall",NA,"Y"
"3885","Q6237323","John Hall","//www.wikidata.org/wiki/Q6237323","British engraver and painter (1739-1797)","John Hall",NA,"Y"
"3886","Q76230814","John Hall","//www.wikidata.org/wiki/Q76230814","(1711-1765)","John Hall",NA,"Y"
"3887","Q21165853","Sir John Hall, 5th Baronet","//www.wikidata.org/wiki/Q21165853","Scottish chemist and geologist","John Hall","John Hall","Y"
"3888","Q5783928","John Hall","//www.wikidata.org/wiki/Q5783928","Swedish merchant and dilettante, born 1771","John Hall",NA,"Y"
"3889","Q6237344","John Hall","//www.wikidata.org/wiki/Q6237344","English physician and son-in-law of William Shakespeare","John Hall",NA,"Y"
